,athlete_id,region,age,height,weight,pullups,experience,is_male,experience_level,diet,athletic_background,workout_schedule,BMI,total_lift
75604,385585.0,Latin America,40.0,73.0,169.0,25.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,22.29442672171139,790.0
75677,198052.0,South West,47.0,73.0,180.0,26.0,Beginner without coach,1,Proficient,Normal Diet,College or High School Sports,Single workout per day,23.74554325389379,1005.0
75696,196369.0,Northern California,35.0,76.0,280.0,3.0,Beginner without coach,1,Amateur,Normal Diet,Professional Sports,Multiple workouts per day,34.078947368421055,1120.0
75697,473251.0,Central East,38.0,76.0,237.0,21.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,28.845394736842106,1070.0
75705,324999.0,North East,50.0,68.0,183.0,20.0,Beginner with coach,1,Amateur,Not Provided,College or High School Sports,Single workout per day,27.822015570934255,705.0
75769,53343.0,Central East,43.0,67.0,190.0,31.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Not Provided,29.754956560481176,1070.0
75771,128632.0,Latin America,39.0,70.0,191.0,10.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Single workout per day,27.40265306122449,793.0
75773,162026.0,Australia,39.0,68.0,181.0,26.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,27.517949826989618,888.0
75794,59523.0,Southern California,48.0,63.0,130.0,45.0,Beginner with coach,1,Proficient,Normal Diet,Not Provided,Flexible,23.025951121189216,950.0
75798,186375.0,South East,28.0,76.0,314.0,5.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,38.2171052631579,1570.0
75873,117480.0,Canada East,38.0,72.0,240.0,10.0,Beginner with coach,1,Proficient,Normal Diet,Recreational Sports,Not Provided,32.5462962962963,910.0
75905,465445.0,Mid Atlantic,32.0,73.0,190.0,8.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,25.064740101332333,720.0
75931,531253.0,Europe,32.0,75.0,202.0,10.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Flexible,25.24551111111111,937.0
75988,19036.0,Mid Atlantic,49.0,67.0,185.0,30.0,Advanced (Trainer/Courses),1,Expert,Not Provided,Not Provided,Single workout per day,28.971931387836936,920.0
76015,438736.0,Mid Atlantic,26.0,67.0,196.0,3.0,Beginner with coach,1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,30.694586767654265,970.0
76033,545752.0,Mid Atlantic,28.0,75.0,202.0,10.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,25.24551111111111,640.0
76069,121677.0,Canada West,31.0,74.0,207.0,27.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Single workout per day,26.574324324324323,1110.0
76108,354343.0,South East,50.0,71.0,203.0,20.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,28.309660781590953,860.0
76167,164122.0,Mid Atlantic,42.0,70.0,295.0,3.0,Beginner with coach,1,Proficient,Normal Diet,College or High School Sports,Single workout per day,42.323469387755104,1310.0
76189,390929.0,North Central,32.0,74.0,202.0,6.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,25.93243243243243,765.0
76193,442289.0,Mid Atlantic,45.0,70.0,195.0,10.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,27.976530612244897,750.0
76258,606024.0,South East,43.0,69.0,135.0,21.0,Beginner without coach,1,Amateur,Normal Diet,Not Provided,Single workout per day,19.93383742911153,655.0
76319,510982.0,Europe,23.0,72.0,180.0,22.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,24.40972222222222,616.0
76346,575334.0,North West,47.0,72.0,218.0,10.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,29.562885802469136,790.0
76413,517404.0,Canada East,47.0,67.0,175.0,1.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,27.40588104254845,540.0
76466,596560.0,Southern California,29.0,70.0,210.0,8.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,30.12857142857143,745.0
76471,131341.0,Central East,45.0,72.0,265.0,4.0,Beginner without coach,1,Proficient,Normal Diet,Recreational Sports,Single workout per day,35.93653549382716,1035.0
76491,304378.0,Australia,30.0,72.0,176.0,15.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,23.867283950617285,882.0
76499,392159.0,South Central,51.0,69.0,197.0,8.0,Beginner without coach,1,Amateur,Normal Diet,College or High School Sports,Not Provided,29.08863684099979,835.0
76527,528934.0,South Central,28.0,71.0,170.0,15.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,23.70759769886927,855.0
76578,44069.0,South East,33.0,69.0,200.0,35.0,Not Provided,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,29.531611006091158,990.0
76583,241511.0,North Central,35.0,70.0,230.0,18.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,32.99795918367347,980.0
76611,488293.0,South East,37.0,69.0,225.0,5.0,Beginner with coach,1,Amateur,Normal Diet,College or High School Sports,Single workout per day,33.22306238185255,1330.0
76625,517152.0,Mid Atlantic,34.0,70.0,205.0,4.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,29.41122448979592,745.0
76655,601309.0,South East,34.0,66.0,159.0,14.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,25.66046831955923,915.0
76669,282724.0,North East,26.0,69.0,185.0,10.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,27.31674018063432,860.0
76682,481233.0,North East,34.0,75.0,192.0,10.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,23.995733333333334,810.0
76809,474630.0,Europe,24.0,70.0,163.0,8.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,23.385510204081633,594.0
76829,14945.0,South East,41.0,67.0,149.0,17.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Single workout per day,23.334150144798397,650.0
76834,8661.0,North West,29.0,71.0,190.0,60.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,26.496726839912714,1275.0
76835,12209.0,North East,25.0,67.0,153.0,60.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,23.96057028291379,1287.0
76836,39326.0,Australia,26.0,68.0,176.0,70.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,26.757785467128027,1488.0
76837,65772.0,Europe,31.0,70.0,182.0,50.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,26.111428571428572,1312.0
76838,86677.0,Europe,27.0,69.0,176.0,58.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,25.98781768536022,1356.0
76846,44445.0,Africa,27.0,67.0,167.0,70.0,Not Provided,1,Not Provided,Not Provided,College or High School Sports,Not Provided,26.153040766317666,1306.0
76847,180106.0,Australia,23.0,67.0,176.0,66.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,27.5624860770773,1429.0
76848,246430.0,North Central,23.0,69.0,185.0,64.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,27.31674018063432,1480.0
76849,79204.0,South West,24.0,71.0,186.0,75.0,Advanced (Trainer/Courses),1,Not Provided,Normal Diet,Recreational Sports,Multiple workouts per day,25.938901011704026,1480.0
76855,104553.0,South Central,23.0,68.0,189.0,56.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,28.734212802768166,1565.0
76857,122884.0,Europe,24.0,72.0,183.0,65.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,24.816550925925927,1445.0
76861,13375.0,Europe,22.0,65.0,152.0,56.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Single workout per day,25.291360946745563,1290.0
76863,32958.0,North West,27.0,71.0,188.0,41.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Not Provided,Not Provided,26.217813925808372,1355.0
76864,50422.0,Mid Atlantic,33.0,66.0,156.0,70.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,25.176308539944902,1255.0
76867,251546.0,Canada East,19.0,71.0,180.0,50.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,25.102162269390995,1425.0
76869,82408.0,Southern California,25.0,71.0,184.0,50.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Not Provided,Multiple workouts per day,25.659988097599683,1400.0
76871,95829.0,South Central,22.0,67.0,158.0,60.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,24.74359545555803,1335.0
76876,4895.0,Mid Atlantic,30.0,70.0,180.0,50.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Single workout per day,25.824489795918367,1455.0
76877,104692.0,North East,26.0,69.0,187.0,67.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,27.612056290695232,1680.0
76882,67678.0,South Central,26.0,69.0,187.0,41.0,Beginner without coach,1,Proficient,Normal Diet,Recreational Sports,Flexible,27.612056290695232,1330.0
76890,7314.0,Australia,23.0,69.0,185.0,70.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,27.31674018063432,1599.0
76892,14960.0,South Central,22.0,69.0,205.0,50.0,Advanced (Trainer/Courses),1,Proficient,Not Provided,Recreational Sports,Multiple workouts per day,30.269901281243435,1660.0
76893,91528.0,South West,24.0,70.0,188.0,65.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,26.972244897959182,1450.0
76895,98474.0,North Central,26.0,69.0,169.0,60.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,24.954211300147026,1360.0
76900,104297.0,Mid Atlantic,24.0,70.0,184.0,63.0,Not Provided,1,Amateur,Not Provided,Not Provided,Not Provided,26.398367346938777,1515.0
76901,103415.0,South Central,27.0,68.0,200.0,50.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,30.406574394463668,1665.0
76902,104746.0,North East,22.0,70.0,178.0,50.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,25.537551020408163,1240.0
76903,105875.0,North West,28.0,73.0,203.0,55.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,26.77969600300244,1590.0
76906,120333.0,Africa,30.0,73.0,195.0,45.0,Beginner with coach,1,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,25.724338525051603,1620.0
76907,124656.0,South Central,23.0,74.0,200.0,50.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,25.675675675675677,1370.0
76908,136272.0,Central East,27.0,65.0,146.0,68.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,24.29301775147929,1305.0
76911,179080.0,Europe,25.0,70.0,178.0,45.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Professional Sports,Multiple workouts per day,25.537551020408163,1457.0
76914,261007.0,North East,28.0,66.0,165.0,75.0,Beginner with coach,1,Amateur,Normal Diet,College or High School Sports,Single workout per day,26.62878787878788,1195.0
76919,231940.0,Central East,32.0,69.0,198.0,50.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Not Provided,Multiple workouts per day,29.236294896030245,1575.0
76922,7802.0,Northern California,34.0,70.0,187.0,52.0,Advanced (Trainer/Courses),1,Expert,Not Provided,Recreational Sports,Multiple workouts per day,26.828775510204082,1420.0
76923,253779.0,Mid Atlantic,29.0,68.0,197.0,55.0,Beginner with coach,1,Amateur,Normal Diet,College or High School Sports,Single workout per day,29.950475778546714,1685.0
76924,8818.0,Northern California,25.0,68.0,162.0,65.0,Advanced (Trainer/Courses),1,Expert,Not Provided,Recreational Sports,Not Provided,24.62932525951557,1215.0
76930,323326.0,Mid Atlantic,22.0,71.0,215.0,21.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,29.983138266217022,1389.0
76933,102765.0,North East,26.0,67.0,170.0,50.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,26.62285586990421,1342.0
76939,148509.0,North Central,25.0,68.0,171.0,55.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,25.997621107266436,1265.0
76943,227390.0,Australia,23.0,69.0,183.0,67.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,27.02142407057341,1455.0
76944,236486.0,Australia,21.0,65.0,165.0,63.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Professional Sports,Multiple workouts per day,27.454437869822485,1352.0
76946,272924.0,North Central,28.0,70.0,200.0,68.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,28.693877551020407,1430.0
76948,297930.0,North Central,27.0,70.0,210.0,47.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,30.12857142857143,1575.0
76953,30740.0,North West,27.0,67.0,180.0,63.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,28.188906215192695,1575.0
76954,18551.0,Northern California,30.0,72.0,185.0,46.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,25.087770061728396,1485.0
76955,94899.0,Canada West,24.0,70.0,200.0,64.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,28.693877551020407,1750.0
76956,90182.0,Central East,23.0,71.0,187.0,54.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,26.0783574687562,1465.0
76957,100760.0,Mid Atlantic,29.0,68.0,180.0,64.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,27.3659169550173,1335.0
76958,96150.0,Canada West,25.0,74.0,208.0,60.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,26.7027027027027,1497.0
76959,107301.0,Canada East,27.0,69.0,184.0,60.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Professional Sports,Multiple workouts per day,27.169082125603865,1405.0
76960,105874.0,Australia,25.0,71.0,203.0,70.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,28.309660781590953,1566.0
76963,111643.0,Canada West,28.0,70.0,193.0,20.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Single workout per day,27.689591836734692,1345.0
76971,140365.0,Northern California,26.0,66.0,161.0,65.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,25.983241505968778,1420.0
76973,148678.0,South Central,41.0,72.0,200.0,40.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,27.121913580246915,1195.0
76978,168464.0,Central East,22.0,66.0,150.0,64.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,24.207988980716255,1345.0
76979,178623.0,Canada East,26.0,66.0,192.0,40.0,Not Provided,1,Amateur,Not Provided,Not Provided,Not Provided,30.986225895316803,1610.0
76980,176205.0,South East,25.0,69.0,195.0,50.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,28.793320730938877,1510.0
76982,195203.0,South Central,25.0,69.0,185.0,2.0,Beginner with coach,1,Expert,Normal Diet,College or High School Sports,Single workout per day,27.31674018063432,1280.0
76983,240121.0,North East,20.0,73.0,200.0,45.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,26.383936948770877,1390.0
76984,239451.0,North East,28.0,68.0,175.0,45.0,Beginner without coach,1,Proficient,Not Provided,Recreational Sports,Multiple workouts per day,26.60575259515571,1320.0
76992,337548.0,South Central,28.0,71.0,190.0,50.0,Not Provided,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,26.496726839912714,1035.0
76993,466054.0,Australia,24.0,71.0,194.0,12.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,27.054552668121403,1528.0
77000,558184.0,South Central,25.0,67.0,169.0,70.0,Beginner without coach,1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,26.466250835375362,1380.0
77003,2476.0,North Central,21.0,68.0,177.0,50.0,Beginner without coach,1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,26.909818339100347,1347.0
